id,stock_code,stock_name,close,change_rate,change_amount,volume,amount,amplitude,high,low,open,pre_close,volume_ratio,turnover,pe_dynamic,pb
5289,600751,海航科技,3.45,-2.54%,-0.09,45.90万,1.59亿,4.24%,3.57,3.42,3.55,3.54,0.97,1.78%,191.73,1.32
5290,000768,中航西飞,21.75,-2.55%,-0.57,40.15万,8.82亿,3.36%,22.46,21.71,22.28,22.32,1.18,1.45%,61.41,2.68
5291,002553,南方精工,20.56,-2.56%,-0.54,9.35万,1.92亿,4.69%,21.29,20.30,21.10,21.10,1.23,3.73%,7023.21,4.62
5292,920284,灵鸽科技,32.70,-2.56%,-0.86,3.32万,1.08亿,7.12%,34.50,32.11,34.50,33.56,0.79,4.94%,535.80,10.86
5293,603444,吉比特,355.10,-2.57%,-9.36,1.63万,5.84亿,3.04%,365.80,354.72,364.42,364.46,1.12,2.27%,12.36,4.65
5294,300430,*ST益通,5.69,-2.57%,-0.15,15.83万,9089.27万,3.60%,5.87,5.66,5.78,5.84,0.64,6.09%,-6.57,1.21
5295,920395,XD朗鸿科,9.09,-2.57%,-0.24,1.38万,1259.59万,3.54%,9.33,9.00,9.32,9.33,0.72,1.32%,34.94,6.31
5296,688169,石头科技,126.82,-2.57%,-3.35,9.75万,12.51亿,4.39%,131.60,125.88,131.50,130.17,0.78,3.76%,25.42,2.30
5297,002928,华夏航空,7.18,-2.58%,-0.19,37.49万,2.70亿,3.53%,7.40,7.14,7.37,7.37,1.23,2.93%,17.12,2.31
5298,605598,上海港湾,51.44,-2.59%,-1.37,5.24万,2.70亿,4.51%,53.38,51.00,53.06,52.81,0.79,2.15%,782.94,7.30
5299,688575,亚辉龙,11.23,-2.60%,-0.30,8.19万,9251.29万,4.51%,11.66,11.14,11.66,11.53,1.31,1.43%,89.37,2.37
5300,920957,汉维科技,10.85,-2.60%,-0.29,7902,864.45万,3.59%,11.20,10.80,11.20,11.14,1.45,1.85%,65.33,2.94
5301,300162,雷曼光电,9.72,-2.61%,-0.26,88.59万,8.51亿,7.52%,10.06,9.31,9.97,9.98,1.77,25.89%,-73.48,4.94
5302,605566,福莱蒽特,36.60,-2.61%,-0.98,16.61万,6.07亿,19.61%,41.34,33.97,41.34,37.58,2.63,12.46%,48.70,2.40
5303,002164,宁波东力,14.56,-2.61%,-0.39,32.73万,4.76亿,5.28%,15.09,14.30,14.81,14.95,0.62,6.82%,88.95,4.87
5304,688377,DR迪威尔,33.53,-2.61%,-0.90,2.27万,7649.66万,5.61%,35.02,33.09,35.02,34.43,0.88,0.97%,114.21,4.18
5305,002294,信立泰,35.35,-2.62%,-0.95,21.67万,7.71亿,3.99%,36.50,35.05,36.25,36.30,0.81,1.94%,43.73,4.62
5306,603121,华培动力,18.22,-2.62%,-0.49,13.35万,2.44亿,8.55%,18.90,17.30,18.31,18.71,0.93,3.94%,-442.07,5.62
5307,920082,方正阀门,14.12,-2.62%,-0.38,1.07万,1520.54万,4.21%,14.62,14.01,14.58,14.50,1.49,2.71%,44.70,3.93
5308,300761,立华股份,20.02,-2.63%,-0.54,9.41万,1.90亿,5.11%,20.85,19.80,20.70,20.56,0.81,1.50%,27.06,1.81
5309,300203,聚光科技,15.20,-2.63%,-0.41,39.23万,6.00亿,4.68%,15.78,15.05,15.45,15.61,1.83,8.75%,-23.46,2.63
5310,002945,华林证券,14.70,-2.65%,-0.40,15.68万,2.32亿,4.24%,15.25,14.61,15.20,15.10,1.29,0.58%,105.83,5.40
5311,300380,安硕信息,35.26,-2.65%,-0.96,4.09万,1.44亿,4.64%,36.40,34.72,36.11,36.22,1.14,3.21%,136.50,11.83
5312,002434,万里扬,7.66,-2.67%,-0.21,36.22万,2.79亿,3.43%,7.87,7.60,7.80,7.87,1.35,2.76%,34.96,1.70
5313,601688,华泰证券,18.16,-2.68%,-0.50,130.37万,23.78亿,4.13%,18.87,18.10,18.80,18.66,1.21,1.78%,8.54,0.92
5314,600155,华创云信,5.81,-2.68%,-0.16,33.10万,1.94亿,3.18%,6.00,5.81,5.98,5.97,1.07,1.50%,103.54,0.64
5315,001279,强邦新材,32.30,-2.68%,-0.89,3.75万,1.22亿,6.87%,34.10,31.82,34.08,33.19,1.62,9.38%,199.77,5.07
5316,300363,博腾股份,15.22,-2.69%,-0.42,16.98万,2.60亿,4.67%,15.84,15.11,15.82,15.64,0.50,3.40%,74.21,1.56
5317,603171,税友股份,53.99,-2.69%,-1.49,5.95万,3.22亿,4.45%,55.98,53.51,55.50,55.48,1.15,1.47%,175.36,8.52
5318,920108,宏海科技,10.85,-2.69%,-0.30,1.17万,1278.23万,3.68%,11.21,10.80,11.13,11.15,0.75,1.61%,49.04,3.90
5319,300368,汇金股份,10.85,-2.69%,-0.30,32.92万,3.56亿,5.56%,11.20,10.58,11.04,11.15,1.29,6.22%,-154.47,119.07
5320,300573,兴齐眼药,43.55,-2.70%,-1.21,6.21万,2.71亿,3.89%,44.86,43.12,44.77,44.76,1.43,2.26%,18.85,8.03
5321,300276,三丰智能,8.96,-2.71%,-0.25,120.62万,10.82亿,4.78%,9.20,8.76,8.92,9.21,0.74,11.41%,-254.86,7.17
5322,601788,光大证券,14.32,-2.72%,-0.40,46.44万,6.70亿,3.60%,14.83,14.30,14.75,14.72,1.45,1.19%,14.15,1.06
5323,002221,东华能源,7.15,-2.72%,-0.20,23.22万,1.68亿,4.35%,7.42,7.10,7.41,7.35,0.99,1.59%,17.52,1.13
5324,000829,天音控股,9.27,-2.73%,-0.26,35.04万,3.28亿,4.51%,9.67,9.24,9.55,9.53,1.35,3.42%,-93.60,3.28
5325,920239,长虹能源,27.66,-2.74%,-0.78,2.39万,6693.09万,3.80%,28.71,27.63,28.70,28.44,1.44,1.33%,19.05,4.38
5326,301201,诚达药业,35.45,-2.74%,-1.00,6.15万,2.19亿,5.54%,36.90,34.88,36.23,36.45,1.20,5.67%,195.82,2.61
5327,600325,华发股份,2.83,-2.75%,-0.08,57.96万,1.67亿,3.44%,2.93,2.83,2.91,2.91,1.01,2.11%,-2.06,0.91
5328,920806,云星宇,11.31,-2.75%,-0.32,3.60万,4089.17万,4.39%,11.71,11.20,11.67,11.63,1.59,1.20%,46.52,2.18
5329,000860,顺鑫农业,11.22,-2.77%,-0.32,9.22万,1.04亿,3.29%,11.60,11.22,11.54,11.54,1.20,1.24%,17.98,1.21
5330,600409,三友化工,6.65,-2.78%,-0.19,66.01万,4.37亿,6.58%,6.88,6.43,6.85,6.84,1.40,3.20%,-37.50,1.00
5331,603198,迎驾贡酒,35.67,-2.78%,-1.02,4.94万,1.77亿,4.06%,36.87,35.38,36.69,36.69,0.77,0.62%,8.55,2.49
5332,300683,海特生物,31.72,-2.79%,-0.91,6.31万,2.01亿,6.04%,33.28,31.31,32.74,32.63,0.94,5.17%,-45.04,1.94
5333,920405,海希通讯,15.33,-2.79%,-0.44,1.69万,2607.84万,5.33%,15.84,15.00,15.76,15.77,0.97,1.53%,581.58,2.58
5334,920533,骏创科技,24.38,-2.79%,-0.70,3.38万,8292.97万,5.82%,25.44,23.98,25.08,25.08,0.79,4.62%,101.06,8.36
5335,002100,天康生物,6.96,-2.79%,-0.20,34.98万,2.46亿,4.19%,7.25,6.95,7.20,7.16,1.39,2.56%,-14.55,1.39
5336,600707,彩虹股份,11.10,-2.80%,-0.32,268.44万,29.71亿,7.53%,11.43,10.57,10.93,11.42,1.42,7.48%,1800.43,1.83
5337,300759,康龙化成,25.93,-2.81%,-0.75,33.07万,8.59亿,4.01%,26.80,25.73,26.73,26.68,1.37,2.33%,35.51,2.89
5338,603530,神马电力,56.72,-2.83%,-1.65,4.64万,2.63亿,3.38%,57.99,56.02,56.45,58.37,0.98,1.08%,62.29,12.87
5339,002979,雷赛智能,61.03,-2.83%,-1.78,28.92万,17.66亿,4.90%,62.97,59.89,62.78,62.81,0.87,13.04%,66.63,10.26
5340,002242,九阳股份,9.60,-2.83%,-0.28,13.06万,1.26亿,4.35%,9.98,9.55,9.88,9.88,0.97,1.72%,22.10,2.17
5341,605167,利柏特,16.44,-2.84%,-0.48,12.63万,2.05亿,6.91%,17.00,15.83,16.52,16.92,1.57,2.81%,55.10,3.58
5342,300979,华利集团,35.23,-2.84%,-1.03,2.99万,1.06亿,5.10%,36.87,35.02,36.87,36.26,1.59,0.26%,26.76,2.72
5343,002946,新乳业,16.71,-2.85%,-0.49,4.80万,8057.73万,3.78%,17.25,16.60,17.21,17.20,1.06,0.56%,19.29,3.76
5344,300785,值得买,49.42,-2.85%,-1.45,9.90万,4.90亿,4.76%,51.49,49.07,50.62,50.87,0.69,8.09%,687.03,5.10
5345,920592,华信永道,29.63,-2.85%,-0.87,1.87万,5573.33万,4.79%,30.77,29.31,30.39,30.50,1.24,3.72%,-82.71,7.21
5346,600161,天坛生物,13.25,-2.86%,-0.39,10.98万,1.46亿,1.91%,13.47,13.21,13.47,13.64,0.96,0.56%,52.04,2.21
5347,600258,首旅酒店,13.20,-2.87%,-0.39,14.88万,1.99亿,4.34%,13.74,13.15,13.67,13.59,1.05,1.33%,21.79,1.20
5348,920168,通宝光电,20.91,-2.88%,-0.62,2.69万,5608.31万,3.67%,21.39,20.60,21.14,21.53,1.40,9.55%,62.14,1.92
5349,000596,古井贡酒,92.25,-2.88%,-2.74,3.62万,3.35亿,3.46%,95.09,91.80,95.00,94.99,1.36,0.89%,7.59,1.87
5350,688548,广钢气体,29.86,-2.89%,-0.89,35.04万,10.58亿,6.63%,31.62,29.58,31.39,30.75,0.78,5.07%,107.31,6.46
5351,002853,皮阿诺,27.47,-2.90%,-0.82,4.59万,1.26亿,6.54%,28.88,27.03,28.88,28.29,0.69,3.57%,-112.71,5.65
5352,603978,深圳新星,31.47,-2.90%,-0.94,13.26万,4.22亿,3.86%,32.42,31.17,31.40,32.41,0.74,6.28%,92.06,4.01
5353,002329,皇氏集团,4.35,-2.90%,-0.13,41.30万,1.82亿,4.69%,4.51,4.30,4.49,4.48,1.26,6.34%,222.32,7.27
5354,601021,春秋航空,46.43,-2.91%,-1.39,9.49万,4.44亿,2.82%,47.65,46.30,47.32,47.82,1.28,0.97%,11.55,2.44
5355,688775,影石创新,188.91,-2.91%,-5.67,1.72万,3.29亿,4.22%,196.98,188.76,194.70,194.58,1.09,5.25%,223.80,13.06
5356,688318,财富趋势,115.39,-2.92%,-3.47,5.19万,6.02亿,4.85%,120.00,114.23,118.90,118.86,1.16,2.03%,213.92,7.63
5357,688235,百济神州,244.57,-2.93%,-7.39,4.62万,11.37亿,4.58%,254.61,243.06,254.00,251.96,1.05,4.01%,58.62,11.41
5358,688520,神州细胞,40.65,-2.94%,-1.23,2.69万,1.10亿,4.63%,42.35,40.41,42.30,41.88,1.04,0.60%,-27.21,269.95
5359,300058,蓝色光标,17.11,-2.95%,-0.52,334.63万,57.07亿,4.20%,17.50,16.76,17.20,17.63,0.81,9.62%,121.78,7.71
5360,920178,锐翔智能,249.12,-2.95%,-7.58,5.77万,14.19亿,17.49%,275.00,230.10,268.00,256.70,0.68,39.50%,125.70,17.55
5361,601066,中信建投,22.00,-2.96%,-0.67,22.70万,5.02亿,3.22%,22.67,21.94,22.52,22.67,1.49,0.35%,11.63,1.98
5362,002646,天佑德酒,7.54,-2.96%,-0.23,9.31万,7045.82万,4.12%,7.80,7.48,7.78,7.77,1.82,1.96%,18.63,1.25
5363,300122,智飞生物,14.06,-2.97%,-0.43,22.61万,3.20亿,3.80%,14.55,14.00,14.49,14.49,1.47,1.60%,-21.67,2.18
5364,920047,诺思兰德,30.32,-2.98%,-0.93,3.52万,1.08亿,3.49%,31.30,30.21,30.94,31.25,0.97,1.95%,-174.94,31.31
5365,000989,九芝堂,8.13,-2.98%,-0.25,22.43万,1.84亿,3.34%,8.39,8.11,8.39,8.38,2.33,3.23%,10.55,1.93
5366,603165,荣晟环保,17.80,-3.00%,-0.55,13.98万,2.53亿,4.69%,18.66,17.80,18.35,18.35,1.14,4.36%,18.80,2.12
5367,002597,金禾实业,20.28,-3.01%,-0.63,8.22万,1.68亿,4.21%,21.10,20.22,21.00,20.91,0.63,1.45%,30.03,1.48
5368,300212,*ST易录,7.71,-3.02%,-0.24,35.10万,2.75亿,7.30%,8.19,7.61,8.14,7.95,0.66,5.03%,-28.86,-2.77
5369,600012,皖通高速,15.72,-3.02%,-0.49,5.49万,8696.89万,3.76%,16.21,15.60,16.20,16.21,1.45,0.47%,12.52,2.01
5370,920571,国航远洋,10.58,-3.02%,-0.33,20.97万,2.23亿,8.34%,11.27,10.36,11.11,10.91,1.13,7.42%,50.19,4.26
5371,300132,青松股份,7.66,-3.04%,-0.24,14.91万,1.15亿,4.43%,7.95,7.60,7.90,7.90,1.04,2.93%,45.12,2.69
5372,603319,美湖股份,31.87,-3.04%,-1.00,24.49万,7.83亿,4.96%,33.05,31.42,32.50,32.87,1.04,7.22%,121.92,4.39
5373,001323,慕思股份,21.52,-3.06%,-0.68,1.35万,2915.05万,4.23%,22.35,21.41,22.23,22.20,1.93,0.43%,26.49,2.03
5374,600199,金种子酒,8.22,-3.07%,-0.26,21.59万,1.77亿,2.59%,8.36,8.14,8.34,8.48,1.21,3.28%,-88.69,2.78
5375,605077,华康股份,17.93,-3.08%,-0.57,22.91万,4.26亿,7.51%,19.18,17.79,18.84,18.50,1.11,7.65%,61.27,1.77
5376,002580,圣阳股份,26.08,-3.08%,-0.83,72.58万,19.08亿,3.79%,26.88,25.86,26.37,26.91,0.72,16.04%,48.55,4.91
5377,920407,驰诚股份,16.56,-3.10%,-0.53,8774,1465.77万,5.09%,17.30,16.43,17.09,17.09,1.37,2.52%,400.02,5.16
5378,300235,方直科技,13.11,-3.10%,-0.42,7.39万,9844.39万,4.95%,13.75,13.08,13.60,13.53,0.97,3.64%,397.24,4.69
5379,002127,南极电商,3.11,-3.12%,-0.10,60.91万,1.91亿,4.98%,3.25,3.09,3.21,3.21,0.85,3.05%,58.49,1.96
5380,688069,德林海,61.52,-3.12%,-1.98,7.45万,4.69亿,10.91%,66.79,59.86,63.50,63.50,0.99,6.59%,-243.66,5.36
5381,003007,直真科技,52.64,-3.13%,-1.70,12.15万,6.40亿,4.86%,54.34,51.70,53.00,54.34,1.30,16.74%,-66.71,4.13
5382,601728,中国电信,6.15,-3.15%,-0.20,325.84万,20.18亿,4.09%,6.37,6.11,6.33,6.35,0.60,0.42%,19.14,1.20
5383,688488,艾迪药业,15.27,-3.17%,-0.50,7.18万,1.11亿,4.50%,15.91,15.20,15.85,15.77,1.45,1.71%,211.19,6.59
5384,600076,康欣新材,3.96,-3.18%,-0.13,96.62万,3.80亿,7.09%,4.13,3.84,4.10,4.09,0.90,7.19%,-25.65,1.50
5385,300049,福瑞医科,54.82,-3.20%,-1.81,6.86万,3.82亿,4.68%,57.26,54.61,56.60,56.63,0.87,2.94%,114.22,7.33
5386,002568,百润股份,17.55,-3.20%,-0.58,16.55万,2.94亿,5.52%,18.52,17.52,18.14,18.13,1.05,2.17%,21.12,3.63
5387,000909,*ST数源,4.83,-3.21%,-0.16,7.60万,3701.48万,6.21%,5.07,4.76,5.00,4.99,0.66,1.74%,-78.03,3.45
5388,603687,大胜达,16.23,-3.22%,-0.54,43.13万,7.10亿,5.78%,17.08,16.11,16.84,16.77,1.01,7.84%,101.15,2.73
5389,920578,巨能股份,18.22,-3.24%,-0.61,1.11万,2040.58万,5.42%,19.12,18.10,18.91,18.83,0.61,3.12%,-328.83,5.27
5390,300678,中科信息,26.88,-3.24%,-0.90,9.45万,2.54亿,5.22%,27.96,26.51,27.78,27.78,1.45,3.25%,429.07,9.26
5391,301502,华阳智能,84.44,-3.25%,-2.84,3.39万,2.86亿,8.60%,89.98,82.47,88.45,87.28,0.97,14.36%,130.94,5.76
5392,002840,华统股份,9.78,-3.26%,-0.33,22.36万,2.22亿,4.75%,10.24,9.76,10.19,10.11,0.78,2.81%,-8.15,2.18
5393,300436,广生堂,125.83,-3.27%,-4.25,9.36万,11.80亿,5.67%,131.37,124.00,130.08,130.08,0.95,6.84%,-193.26,79.65
5394,601118,海南橡胶,6.20,-3.28%,-0.21,69.18万,4.33亿,4.84%,6.47,6.16,6.45,6.41,1.06,1.62%,-50.04,2.77
5395,600702,舍得酒业,40.41,-3.28%,-1.37,5.24万,2.12亿,3.57%,41.80,40.31,41.78,41.78,1.04,1.57%,14.52,1.91
5396,002581,*ST未名,4.39,-3.30%,-0.15,10.98万,4848.53万,5.95%,4.58,4.31,4.48,4.54,1.09,2.74%,-13.35,1.61
5397,603127,昭衍新药,41.35,-3.32%,-1.42,57.11万,23.61亿,5.94%,43.00,40.46,42.47,42.77,1.23,9.06%,32.50,3.62
5398,300760,迈瑞医疗,153.00,-3.32%,-5.26,13.62万,21.08亿,3.41%,158.30,152.90,158.00,158.26,1.48,1.12%,19.91,4.85
5399,000838,*ST发展,1.74,-3.33%,-0.06,25.00万,4363.27万,3.89%,1.79,1.72,1.72,1.80,0.65,2.37%,-33.22,-8.93
5400,001203,大中矿业,39.98,-3.34%,-1.38,43.31万,17.11亿,8.10%,41.52,38.17,41.30,41.36,1.22,3.32%,97.23,8.35
5401,601003,柳钢股份,3.75,-3.35%,-0.13,22.81万,8562.64万,4.64%,3.89,3.71,3.86,3.88,1.35,0.89%,104.73,1.05
5402,688667,菱电电控,142.11,-3.35%,-4.93,1.66万,2.39亿,6.59%,150.69,141.00,149.94,147.04,0.99,3.15%,59.57,4.11
5403,300062,中能电气,7.76,-3.36%,-0.27,29.41万,2.29亿,2.86%,7.93,7.70,7.89,8.03,0.75,6.42%,435.90,3.17
5404,301000,肇民科技,36.17,-3.37%,-1.26,11.32万,4.12亿,4.43%,37.50,35.84,37.00,37.43,0.64,4.94%,81.96,6.68
5405,603392,万泰生物,36.65,-3.37%,-1.28,5.38万,1.98亿,4.35%,38.19,36.54,38.00,37.93,1.12,0.43%,-269.52,3.92
5406,600863,华能蒙电,5.39,-3.41%,-0.19,300.95万,16.34亿,10.04%,5.75,5.19,5.32,5.58,1.22,4.61%,15.21,2.02
5407,002786,银宝山新,8.73,-3.43%,-0.31,30.10万,2.63亿,5.42%,9.05,8.56,9.04,9.04,0.76,6.09%,75.28,21.72
5408,920579,机科股份,18.28,-3.43%,-0.65,1.92万,3571.31万,4.65%,19.16,18.28,18.90,18.93,0.77,4.31%,-45.11,5.07
5409,300832,新产业,47.83,-3.45%,-1.71,6.55万,3.14亿,3.79%,49.38,47.50,49.16,49.54,0.84,0.96%,21.26,4.40
5410,600201,生物股份,12.86,-3.45%,-0.46,29.17万,3.79亿,5.18%,13.53,12.84,13.33,13.32,0.64,2.62%,44.32,2.62
5411,300803,指南针,98.19,-3.48%,-3.54,32.10万,31.60亿,5.92%,102.68,96.66,101.78,101.73,1.35,5.30%,134.59,20.89
5412,300498,温氏股份,13.78,-3.50%,-0.50,91.21万,12.64亿,5.67%,14.41,13.60,14.35,14.28,1.77,1.53%,-21.42,2.32
5413,600521,华海药业,16.42,-3.53%,-0.60,39.38万,6.52亿,6.05%,17.37,16.34,17.30,17.02,1.29,2.63%,15.21,2.56
5414,605198,安德利,50.52,-3.55%,-1.86,10.34万,5.15亿,5.73%,51.00,48.00,48.00,52.38,1.29,3.82%,58.05,5.92
5415,002691,*ST冀凯,5.41,-3.57%,-0.20,11.52万,6329.96万,4.46%,5.64,5.39,5.51,5.61,0.92,3.43%,-17.77,2.26
5416,600745,*ST闻泰,16.20,-3.57%,-0.60,104.29万,17.07亿,4.58%,16.77,16.00,16.38,16.80,2.29,8.38%,-26.63,0.88
5417,600779,水井坊,30.36,-3.59%,-1.13,4.13万,1.26亿,3.75%,31.39,30.21,31.18,31.49,1.29,0.85%,21.63,2.80
5418,603099,长白山,37.00,-3.60%,-1.38,10.47万,3.90亿,5.94%,38.74,36.46,38.54,38.38,1.61,3.84%,311.16,6.69
5419,002962,五方光电,18.98,-3.61%,-0.71,47.42万,8.92亿,7.92%,19.39,17.83,19.10,19.69,2.59,22.67%,342.47,3.12
5420,300152,*ST动力,1.87,-3.61%,-0.07,37.97万,7232.24万,4.64%,1.95,1.86,1.89,1.94,0.59,5.33%,-98.32,6.31
5421,300912,凯龙高科,30.70,-3.61%,-1.15,7.91万,2.44亿,3.55%,31.34,30.21,30.53,31.85,0.52,9.20%,86.43,7.81
5422,920438,戈碧迦,68.92,-3.66%,-2.62,12.60万,8.57亿,9.67%,71.48,64.56,68.57,71.54,1.24,9.04%,217.61,10.19
5423,601929,吉视传媒,2.89,-3.67%,-0.11,230.77万,6.67亿,6.33%,3.03,2.84,3.02,3.00,0.85,6.61%,-25.20,2.16
5424,301137,哈焊华通,42.76,-3.67%,-1.63,6.00万,2.58亿,4.10%,44.41,42.59,44.41,44.39,0.62,3.30%,286.21,5.60
5425,688553,汇宇制药-W,19.87,-3.68%,-0.76,9.72万,1.94亿,4.94%,20.72,19.70,20.52,20.63,1.12,2.83%,96.22,2.23
5426,603590,康辰药业,37.76,-3.72%,-1.46,10.14万,3.90亿,4.82%,39.64,37.75,38.88,39.22,2.30,6.41%,31.79,1.86
5427,001896,豫能控股,15.76,-3.73%,-0.61,223.55万,35.17亿,6.48%,16.16,15.10,16.00,16.37,1.28,14.65%,205.32,6.75
5428,600559,老白干酒,12.90,-3.73%,-0.50,15.49万,2.02亿,3.51%,13.37,12.90,13.33,13.40,1.59,1.70%,17.83,2.15
5429,000712,锦龙股份,10.00,-3.75%,-0.39,38.46万,3.89亿,5.29%,10.54,9.99,10.48,10.39,0.92,4.29%,-142.73,3.35
5430,002637,赞宇科技,10.70,-3.78%,-0.42,44.16万,4.53亿,9.89%,11.11,10.01,10.21,11.12,1.57,9.49%,12.44,1.33
5431,300676,华大基因,37.43,-3.78%,-1.47,10.58万,3.98亿,3.62%,38.59,37.18,38.19,38.90,1.57,2.54%,-411.15,1.86
5432,301091,深城交,20.10,-3.78%,-0.79,10.34万,2.09亿,6.80%,21.12,19.70,20.95,20.89,1.47,1.96%,-50.12,4.53
5433,603919,金徽酒,19.25,-3.85%,-0.77,14.52万,2.81亿,5.09%,20.02,19.00,19.98,20.02,1.31,2.86%,11.93,2.76
5434,600256,广汇能源,5.97,-3.86%,-0.24,178.49万,10.73亿,4.99%,6.21,5.90,6.20,6.21,1.08,2.79%,40.36,1.56
5435,002047,宝鹰股份,5.22,-3.87%,-0.21,47.50万,2.51亿,5.34%,5.46,5.17,5.32,5.43,1.41,3.13%,-215.21,194.45
5436,603369,今世缘,27.09,-3.94%,-1.11,11.91万,3.25亿,4.75%,28.32,26.98,28.21,28.20,1.07,0.96%,6.10,1.88
5437,600551,时代出版,7.55,-3.94%,-0.31,10.70万,8090.83万,4.07%,7.69,7.37,7.68,7.86,0.75,1.58%,25.29,0.86
5438,002812,恩捷股份,73.27,-3.95%,-3.01,40.10万,29.51亿,5.20%,76.25,72.28,75.69,76.28,1.17,4.87%,69.11,2.81
5439,600882,妙可蓝多,18.25,-3.95%,-0.75,9.74万,1.79亿,5.53%,19.13,18.08,19.10,19.00,1.60,1.91%,30.80,2.00
5440,300033,同花顺,226.87,-3.95%,-9.33,24.82万,56.64亿,6.41%,239.49,224.36,236.00,236.20,1.29,5.66%,166.79,40.20
5441,600640,国脉文化,12.34,-3.97%,-0.51,23.95万,2.96亿,7.24%,12.96,12.03,12.88,12.85,0.87,3.01%,310.30,2.47
5442,688506,百利天恒,240.06,-4.01%,-10.04,1.86万,4.54亿,6.71%,255.83,239.06,255.00,250.10,1.11,0.45%,-31.99,17.56
5443,600818,ST中路,5.95,-4.03%,-0.25,12.26万,7309.54万,2.74%,6.06,5.89,6.00,6.20,0.49,5.15%,-26.28,3.83
5444,002887,绿茵生态,14.70,-4.05%,-0.62,10.82万,1.60亿,5.09%,15.34,14.56,15.15,15.32,0.97,4.98%,27.93,1.89
5445,300310,宜通世纪,6.14,-4.06%,-0.26,108.59万,6.65亿,6.41%,6.39,5.98,6.34,6.40,1.70,15.71%,-267.88,2.87
5446,002831,裕同科技,42.50,-4.17%,-1.85,23.80万,10.26亿,6.43%,45.20,42.35,44.32,44.35,1.67,4.66%,39.79,3.17
5447,688336,三生国健,61.80,-4.19%,-2.70,5.07万,3.14亿,5.12%,64.15,60.85,64.10,64.50,1.06,0.82%,53.61,4.43
5448,920392,佳合科技,17.61,-4.19%,-0.77,1.08万,1912.39万,5.50%,18.47,17.46,18.44,18.38,2.38,2.98%,122.00,3.87
5449,603090,宏盛股份,73.03,-4.21%,-3.21,11.26万,8.27亿,4.70%,75.48,71.90,75.21,76.24,1.27,11.26%,105.93,11.75
5450,300188,国投智能,11.58,-4.22%,-0.51,30.99万,3.56亿,10.01%,12.21,11.00,12.15,12.09,2.40,3.62%,-16.38,3.99
5451,002029,七 匹 狼,9.30,-4.22%,-0.41,25.75万,2.44亿,5.36%,9.80,9.28,9.75,9.71,1.31,3.87%,32.90,0.97
5452,600488,津药药业,5.42,-4.24%,-0.24,107.66万,5.84亿,5.83%,5.68,5.35,5.64,5.66,1.03,9.86%,106.51,1.94
5453,920351,华光源海,14.97,-4.28%,-0.67,2.34万,3555.61万,6.20%,15.88,14.91,15.88,15.64,1.37,5.88%,46.88,2.97
5454,603699,纽威股份,61.00,-4.30%,-2.74,6.38万,3.95亿,5.26%,64.01,60.66,63.80,63.74,1.16,0.84%,34.25,9.46
5455,601898,中煤能源,15.58,-4.30%,-0.70,47.11万,7.40亿,5.47%,16.40,15.51,16.20,16.28,1.10,0.51%,13.43,1.26
5456,603727,博迈科,17.44,-4.33%,-0.79,7.34万,1.29亿,6.03%,18.23,17.13,18.17,18.23,1.07,2.61%,-20.86,1.58
5457,688331,荣昌生物,116.70,-4.34%,-5.29,12.34万,14.54亿,6.76%,123.30,115.05,123.09,121.99,1.36,7.57%,50.21,16.77
5458,301268,铭利达,20.07,-4.38%,-0.92,7.62万,1.54亿,6.67%,21.20,19.80,21.07,20.99,1.94,2.21%,364.85,5.38
5459,000799,酒鬼酒,39.92,-4.43%,-1.85,10.92万,4.37亿,4.52%,41.60,39.71,41.55,41.77,1.19,3.36%,97.73,3.44
5460,300783,三只松鼠,18.63,-4.51%,-0.88,14.25万,2.68亿,6.46%,19.69,18.43,19.52,19.51,1.10,5.08%,6.85,2.33
5461,920270,天铭科技,16.85,-4.53%,-0.80,3.16万,5365.75万,5.50%,17.63,16.66,17.58,17.65,0.94,3.89%,73.66,4.25
5462,000056,*ST皇庭,1.26,-4.55%,-0.06,58.79万,7434.75万,4.55%,1.31,1.25,1.28,1.32,1.08,6.51%,-11.53,-0.62
5463,920374,云里物里,20.15,-4.59%,-0.97,2.80万,5631.74万,6.49%,21.07,19.70,20.58,21.12,1.09,8.22%,206.20,6.24
5464,920171,志晟信息,20.33,-4.60%,-0.98,5.61万,1.15亿,4.13%,21.15,20.27,20.57,21.31,1.42,8.30%,932.48,9.32
5465,600376,首开股份,4.34,-4.62%,-0.21,123.78万,5.37亿,3.52%,4.46,4.30,4.36,4.55,1.09,4.80%,-3.71,4.76
5466,600678,ST金顶,6.39,-4.63%,-0.31,42.05万,2.70亿,3.58%,6.61,6.37,6.38,6.70,1.61,12.05%,300.96,8.65
5467,920200,振宏股份,61.31,-4.71%,-3.03,4.38万,2.71亿,8.35%,65.60,60.23,64.47,64.34,0.65,18.10%,42.79,5.43
5468,688136,科兴制药,22.86,-4.71%,-1.13,5.21万,1.21亿,7.29%,24.47,22.72,24.11,23.99,0.99,2.59%,-64.13,2.66
5469,300853,申昊科技,33.40,-4.76%,-1.67,11.81万,3.97亿,5.76%,35.00,32.98,34.93,35.07,1.05,12.01%,-37.88,9.57
5470,002207,*ST准油,8.69,-4.82%,-0.44,30.67万,2.72亿,6.24%,9.24,8.67,9.00,9.13,1.16,11.76%,-36.25,194.46
